client_id	path	sentence	up_votes	down_votes	age	gender	accent	locale	segment
walc-1_747	walc-1_mp3_0884-Chapter_7_7.6_7.6.7-000000000.mp3	I̋:na	2	0				chr
see-say-write_396	see-say-write_mp3_0821-Lessons51_to_60-000365395.mp3	Nī. Nē. Wā. Jā. Yā. Jī. Wī. Gwā. Wē. Yv̄.	2	0				chr
michael-conrad_48	michael-conrad_mp3_0051-060-gado-unsdi-000000.mp3	gadō űnsdi?	2	0				chr
walc-1_648	walc-1_mp3_0774-Chapter_6_6.8_6.8.7-000002435.mp3	Hla Ő:sda yigè:sé:sdi.	2	0				chr
cno_696	cno_cno_cwl_Teeth.mp3	de:gánhdóhgv̋	2	0				chr
walc-1_753	walc-1_mp3_0890-Chapter_7_7.7_7.7.4-000000000.mp3	Talǔ:ja. Talǔ:jó:hi.	2	0				chr
walc-1_321	walc-1_mp3_0342-Chapter_4_4.4_4.4_Count_Recent_Past-000000000.mp3	Degaségā. Dehaségā. Daségā. Da:naségā. Dè:daségā.	2	0				chr
cno_279	cno_cno_cwl_Sacred.mp3	galvkwdi	2	0				chr
see-say-write_135	see-say-write_mp3_0240-Lessons11_to_20-000185025.mp3	ganv́:gi.	2	0				chr
walc-1_64	walc-1_mp3_0077-Chapter_2_2.3_2.3.4-000000000.mp3	De:sdigo:lǐ:ya. Disdigo:lǐ:yā!	2	0				chr
see-say-write_287	see-say-write_mp3_0535-Lessons31_to_40-000195795.mp3	Gadogi u:sdi?	2	0				chr
walc-1_615	walc-1_mp3_0739-Chapter_6_6.6_6.6.9-000000000.mp3	Dekáno:gí:ɂa	2	0				chr
see-say-write_25	see-say-write_mp3_0054-Lessons01_to_10-000123585.mp3	Sū.	2	0				chr
walc-1_888	walc-1_mp3_1073-Chapter_8_8.5_8.5.16-000000000.mp3	Kǎ:hwi	2	0				chr
cno_440	cno_cno_cwl_Lace.mp3	agate:na	2	0				chr
cno_508	cno_cno_cwl_Ugly.mp3	uɂné:gihldi	2	0				chr
cno_76	cno_cno_cwl_Believes.mp3	ù:wo:hiyúha	2	0				chr
cno_522	cno_cno_cwl_Seldom.mp3	iyú:da:li:ha̋	2	0				chr
see-say-write_194	see-say-write_mp3_0331-Lessons11_to_20-000394165.mp3	Sū. Gā. Dū. Hlī. Gī. Nā.	2	0				chr
cno_651	cno_cno_cwl_Sneeze.mp3	dù:hyv̌:sdô:hyv̌	2	0				chr
see-say-write_373	see-say-write_mp3_0753-Lessons51_to_60-000107485.mp3	Ǔ:tana	2	0				chr
walc-1_17	walc-1_mp3_0023-Chapter_1_1.1_Set_A_16_He-She_and_I_are_diving-000000000.mp3	Ò:sdade:tv́sga	2	0				chr
see-say-write_384	see-say-write_mp3_0792-Lessons51_to_60-000246265.mp3	Sóhně:la aye̋:hli à:tlíɂili	2	0				chr
see-say-write_488	see-say-write_mp3_1047-Lessons71_to_84-000309255.mp3	Jǔ:gá:nawv̋ wanikti sasa.	2	0				chr
cno_482	cno_cno_cwl_Store.mp3	à:da:náɂnv̋	2	0				chr
cno_730	cno_cno_cwl_Ulcer.mp3	gawo:sgv	2	0				chr
cno_438	cno_cno_cwl_Knows.mp3	à:ktaha	2	0				chr
walc-1_399	walc-1_mp3_0425-Chapter_5_5.1_5.1.6-000000000.mp3	À:dv́:ne:lǐ:sgi	2	0				chr
walc-1_40	walc-1_mp3_0049-Chapter_1_1.2_Set_B_14_They_want-000000385.mp3	ù:nadu:líha	2	0				chr
cno_166	cno_cno_cwl_Very.mp3	u:do:hiyű	2	0				chr
cno_59	cno_cno_cwl_Bark.mp3	ù:hyalv̌	2	0				chr
cno_531	cno_cno_cwl_Outlaw.mp3	u:ne:gú:jida	2	0				chr
cno_49	cno_cno_cwl_Hew.mp3	galùysdi	2	0				chr
wwacc_47	wwacc_mp3_0055-WWConvoCherokee-04-000084095.mp3	“o:siyo,	2	0				chr
walc-1_702	walc-1_mp3_0838-Chapter_7_7.2_7.2.11-000000000.mp3	Galv̌:ládi:dla	2	0				chr
cno_48	cno_cno_cwl_Flinch.mp3	dù:danv̌:dî:stanv̌	2	0				chr
durbin-feeling-tones_72	durbin-feeling-tones_mp3_0112-df-tones_enhanced-310745.mp3	Gà:na̋:li	2	0				chr
walc-1_909	walc-1_mp3_1099-Chapter_8_8.5_8.5.4-000000175.mp3	Sě:lu	2	0				chr
see-say-write_279	see-say-write_mp3_0514-Lessons31_to_40-000135315.mp3	Gē. Tī. Yū. Dlō.	2	0				chr
walc-1_548	walc-1_mp3_0643-Chapter_6_6.2_6.2.7-000000000.mp3	Gǐ:gáge̋ ù:sgǒ:lv̋	2	0				chr
cno_25	cno_cno_cwl_Ant.mp3	do:sv̌:dáɂli	2	0				chr
cno_677	cno_cno_cwl_Stores.mp3	dà:da:náɂnv̋	2	0				chr
walc-1_289	walc-1_mp3_0309-Chapter_4_4.3_4.3.3-000000000.mp3	Hila̋ àhlíɂili?	2	0				chr
walc-1_434	walc-1_mp3_0483-Chapter_5_5.4_5.4_Put_on_Clothes_Remote_Past-000000000.mp3	Dagwahnawó:ɂv̌. Dejahnawó:ɂv̌. Duhnawó:ɂv̌. Dunahnawó:ɂv̌. Degahnawó:ɂv̌.	2	0				chr
walc-1_716	walc-1_mp3_0852-Chapter_7_7.3_7.3.2-000000485.mp3	V̀:hna̋ dà:nino:gí:ɂa.	2	0				chr
walc-1_234	walc-1_mp3_0253-Chapter_4_4.1_4.1.23-000000000.mp3	táɂlsgǒ:hi joɂi	2	0				chr
cno_361	cno_cno_cwl_Grown.mp3	ù:tvsv̌	2	0				chr
see-say-write_205	see-say-write_mp3_0363-Lessons21_to_30-000083685.mp3	U:nv̌:di ù:hwasga.	2	0				chr
walc-1_665	walc-1_mp3_0801-Chapter_7_7.1_7.1_Arrive_Present-000006265.mp3	à:niɂluhga.	2	0				chr
walc-1_902	walc-1_mp3_1090-Chapter_8_8.5_8.5.31-000000000.mp3	Di:kwayő:di	2	0				chr
see-say-write_442	see-say-write_mp3_0934-Lessons61_to_70-000352585.mp3	Sū. Lī. Dā. Ā. Lō. Sā. Ī. Nā. Gī. Hlī.	2	0				chr
durbin-feeling-tones_25	durbin-feeling-tones_mp3_0042-df-tones_enhanced-112655.mp3	Adanhdo	2	0				chr
walc-1_806	walc-1_mp3_0978-Chapter_8_8.1_8.1.11-000000000.mp3	De:gálâ:su:hlv̂:gā	2	0				chr
michael-conrad_13	michael-conrad_mp3_0014-040-yvwunega-000000.mp3	yv́:wúne:ga.	2	0				chr
durbin-feeling-tones_88	durbin-feeling-tones_mp3_0132-df-tones_enhanced-390225.mp3	agwada:sdá:yhdi	2	0				chr
cno_240	cno_cno_cwl_Dollar.mp3	u:hnő:sda	2	0				chr
wwacc_20	wwacc_mp3_0025-WWConvoCherokee-03-000044655.mp3	ale yígi ije ahtlv́di.	2	0				chr
cno_583	cno_cno_cwl_Retreat.mp3	a:sínhvsdi	2	0				chr
walc-1_814	walc-1_mp3_0987-Chapter_8_8.1_8.1.2-000000135.mp3	iyè:gi	2	0				chr
durbin-feeling-tones_98	durbin-feeling-tones_mp3_0144-df-tones_enhanced-445845.mp3	chanohlvɂi	2	0				chr
see-say-write_87	see-say-write_mp3_0150-Lessons01_to_10-000314535.mp3	Ā.	2	0				chr
walc-1_825	walc-1_mp3_0999-Chapter_8_8.2_8.2.12-000000175.mp3	Jalagi dv̀:niwó:ni:si di:ni:yő:hli.	2	0				chr
